citation,name,publisher,cite_type,edition1,edition2,edition3,edition4,edition5,edition6,start_e1,start_e2,start_e3,start_e4,start_e5,start_e6,end_e1,end_e2,end_e3,end_e4,end_e5,end_e6,mlz_jurisdictions,variations,href,notes
R.I.,Rhode Island Reports,,state,R.I.,,,,,,1828-01-01T00:00:00,,,,,,1980-12-31T00:00:00,,,,,,us:ri;supreme.court,,,
R.I. Dec.,Rhode Island Decisions,,state,R.I. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ri;supreme.court,,,
R.I. LEXIS,LexisNexis Rhode Island Supreme Court,,state,R.I. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ri;supreme.court,,,
R.I. Super. LEXIS,LexisNexis Rhode Island Superior Court,,state,R.I. Super. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ri;superior.court,,,
RICO Bus. Disp. Guide (CCH),RICO Business Disputes Guide (Commerce Clearing House),,specialty,RICO Bus. Disp. Guide (CCH),,,,,,1970-01-01T00:00:00,,,,,,,,,,,,,RICO Bus. Disp. Guide,,
Rad. Reg.,Radio Regulation (P & F),,specialty,Rad. Reg.,Rad. Reg. 2d (P & F),,,,,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,,,Rad. Reg. (P & F),,
Rand.,"Virginia Reports, Randolph",,state,Rand.,,,,,,1821-01-01T00:00:00,,,,,,1828-12-31T00:00:00,,,,,,us:va;supreme.court,"Rand. Rep., Va.(Rand.)",,
Rawle,"Pennsylvania State Reports, Rawle",,state,Rawle,,,,,,1828-01-01T00:00:00,,,,,,1835-12-31T00:00:00,,,,,,us:pa;supreme.court,"Pa. Rawle, R., Raw., Rawle Rep.",,
Read's Notebook,Read's Notebook,,specialty,Read's Notebook,,,,,,1792-01-01T00:00:00,,,,,,1830-12-31T00:00:00,,,,,,us:de;,Read’s Notebook,,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Rec. Co. Ch. (S.C.),"Records of the court of Chancery of South Carolina, 1671-1779",,state,Rec. Co. Ch. (S.C.),,,,,,1671-01-01T00:00:00,,,,,,,,,,,,us:sc;court.chancery,,,
Rec. Co. Ct.,"Records of the Suffolk county court, 1671-1680 (1671-1680)",,state,Rec. Co. Ct.,,,,,,1671-01-01T00:00:00,,,,,,1680-12-31T00:00:00,,,,,,us:ma;trial.court,,,
Rec. V.A. Ct. (R.I.),"Records of the Vice-Admiralty Court of Rhode Island, 1716-1752",,specialty,Rec. V.A. Ct. (R.I.),,,,,,1716-01-01T00:00:00,,,,,,1752-12-31T00:00:00,,,,,,,,,
Redf.,Redfield's Reports,,state,Redf.,,,,,,1846-01-01T00:00:00,,,,,,1882-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Rep. Cont. El.,"Reports of controverted elections in the House of representatives, of the commonwealth of Massachusetts",,state,Rep. Cont. El.,,,,,,1781-01-01T00:00:00,,,,,,1862-12-31T00:00:00,,,,,,us:ma;supreme.court,,,
Rep. Cont. Elect. Case.,Reports of contested election cases in the Senate and House of Representatives of the commonwealth of Massachusetts for the year 1886-1897,,state,Rep. Cont. Elect. Case.,,,,,,1886-01-01T00:00:00,,,,,,1897-12-31T00:00:00,,,,,,us:ma;supreme.court,Rep. Cont. Elect. Cas.,,
Rice,"South Carolina Reports, Rice",,state,Rice,,,,,,1838-01-01T00:00:00,,,,,,1839-12-31T00:00:00,,,,,,us:sc;supreme.court,"Rice L.(S.C.), S.C.L.(Rice)",,
Rice Eq.,"South Carolina Reports, Rice's Equity",,state,Rice Eq.,,,,,,1838-01-01T00:00:00,,,,,,1839-12-31T00:00:00,,,,,,us:sc;supreme.court,"Rice Ch., S.C.Eq.(Rice.Eq.)",,
Rich.,"South Carolina Reports, Richardson",,state,Rich.,,,,,,1846-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:sc;supreme.court,"Rich. Rep., Rich.L.(S.C.), Rich.Law(S.C.), S.C.L.(Rich.)",,
Rich. Cas.,"South Carolina Reports, Richardson's Cases",,state,Rich. Cas.,,,,,,1831-01-01T00:00:00,,,,,,1832-12-31T00:00:00,,,,,,us:sc;supreme.court,Rich.Cas.(S.C.),,
Rich. Eq.,"South Carolina Reports, Richardson's Equity",,state,Rich. Eq.,,,,,,1844-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:sc;supreme.court,"Rich. Eq. Rep., Rich.Eq.Ch., S.C.Eq.(Rich.Eq.)",,
Ridgely's Notebook,Ridgely's Notebook,,specialty,Ridgely's Notebook,Ridgely's Notebook II,Ridgely's Notebook III,Ridgely's Notebook IV,Ridgely's Notebook V,,1792-01-01T00:00:00,1792-01-01T00:00:00,1792-01-01T00:00:00,1792-01-01T00:00:00,1792-01-01T00:00:00,,1830-12-31T00:00:00,1830-12-31T00:00:00,1830-12-31T00:00:00,1830-12-31T00:00:00,1830-12-31T00:00:00,,us:de;,"Ridgely's Notebook I, Ridgely’s Notebook I, Ridgely’s Notebook II, Ridgely’s Notebook III, Ridgely’s Notebook IV, Ridgely’s Notebook V",,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Ril.,"South Carolina Reports, Riley",,state,Ril.,,,,,,1836-01-01T00:00:00,,,,,,1837-12-31T00:00:00,,,,,,us:sc;supreme.court,"Riley, Riley L.(S.C.), S.C.L.(Riley)",,
Ril. Eq.,"South Carolina Reports, Riley's Chancery",,state,Ril. Eq.,,,,,,1836-01-01T00:00:00,,,,,,1837-12-31T00:00:00,,,,,,us:sc;supreme.court,"Ril., Riley, Riley Ch., Riley Eq., Riley Eq.(S.C.), S.C.Eq.(Ril.)",,
Rob.,"Louisiana Reports, Robinson",,state,Rob.,,,,,,1841-01-01T00:00:00,,,,,,1846-12-31T00:00:00,,,,,,us:la;supreme.court,"Rob. Rep., Rob.La., Robinson",,
Rob.,"Virginia Reports, Robinson",,state,Rob.,,,,,,1842-01-01T00:00:00,,,,,,1844-12-31T00:00:00,,,,,,us:va;supreme.court,"Rob. (VA), Rob. Rep., Rob.Va., Robinson, Va.(Rob.)",,
Rob.,Robertson's Reports (24-30 New York Superior),,state,Rob.,,,,,,1863-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:ny;superior.court,,,
Robards,Synopses of the Decisions of the Supreme Court of Texas Arising from Restraints by Conscript and Other Military Authorities (Robards),,state,Robards,,,,,,1862-01-01T00:00:00,,,,,,1865-12-31T00:00:00,,,,,,us:tx;supreme.court,"Rob., Rob. Rep., Rob.Cons.Cas.(Tex.), Rob.Consc.Cas., Robard",,
Robb.,Robbins' Reports,,state,Robb.,,,,,,1905-01-01T00:00:00,,,,,,1907-12-31T00:00:00,,,,,,us:nj;supreme.court,"Robb. (N.J.), Robbins, Robbins.",,Estimated date range.
Rodney's Notes,Rodney's Notes,,specialty,Rodney's Notes,,,,,,1792-01-01T00:00:00,,,,,,1830-12-31T00:00:00,,,,,,us:de;,Rodney’s Notes,,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Root,Root's Connecticut Reports,,state,Root,,,,,,1789-01-01T00:00:00,,,,,,1798-12-31T00:00:00,,,,,,us:ct;supreme.court,,,
S. & M.,"Mississippi Reports, Smedes and Marshall",,state,S. & M.,,,,,,1843-01-01T00:00:00,,,,,,1850-12-31T00:00:00,,,,,,us:ms;supreme.court,"Miss. (S. & M. Ch.), Miss.(S.& M.), S.& Mar., Sm.& M., Smed.& M., Smedes & M., Smedes & M.(Miss.)",,
S. Ct.,West's Supreme Court Reporter,,federal,S. Ct.,,,,,,1882-01-01T00:00:00,,,,,,,,,,,,us;supreme.court,"S Ct, S. Ct, S. Ct. Rep., S.C., S.Ct, S.Ct., Sup.Ct., Sup.Ct.Rep., Supr.Ct.Rep.",,
S.C.,South Carolina Reports,,state,S.C.,,,,,,1868-01-01T00:00:00,,,,,,,,,,,,us:sc;supreme.court,"S.C.R., S.Car., So.C., So.Car., South Car.",,
S.C. App. LEXIS,LexisNexis South Carolina Appeals Court,,state,S.C. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sc;appeals.court,,,
S.C. App. Unpub. LEXIS,LexisNexis South Carolina Court of Appeals Unpublished,,state,S.C. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sc;court.appeals,,,
S.C. Eq.,South Carolina Equity Reports,,state,S.C. Eq.,,,,,,1784-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:sc;supreme.court,,,
S.C. LEXIS,LexisNexis South Carolina Supreme Court,,state,S.C. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sc;supreme.court,,,
S.C. Unpub. LEXIS,LexisNexis South Carolina Supreme Court Unpublished,,state,S.C. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sc;court.supreme,,,
S.C.D.C. (N.S.),Supreme Court of the District of Columbia,,federal,S.C.D.C. (N.S.),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:dc;supreme.court,,,
S.C.L.,South Carolina Law Reports,,state,S.C.L.,,,,,,1783-01-01T00:00:00,,,,,,1868-12-31T00:00:00,,,,,,us:sc;supreme.court,,,
S.D.,South Dakota Reports,,state,S.D.,,,,,,1890-01-01T00:00:00,,,,,,1976-12-31T00:00:00,,,,,,us:sd;supreme.court,S.Dak.,,
S.D. LEXIS,LexisNexis South Dakota Supreme Court,,state,S.D. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sd;supreme.court,,,
S.E.,South Eastern Reporter,,state_regional,S.E.,S.E.2d,,,,,1887-01-01T00:00:00,1939-01-01T00:00:00,,,,,1939-12-31T00:00:00,,,,,,"us:ga;supreme.court, us:nc;supreme.court, us:sc;supreme.court, us:va;supreme.court, us:wv;supreme.court","S. E., S. E. 2d, S. E. Rep., S. E.2d, S.E. 2d, S.E. Rep., S.E.2d., S.E2.d, SE, SE 2d, SE2d",,
S.T.B.,Surface Transportation Board Reporter,,federal,S.T.B.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
S.W.,South Western Reporter,,state_regional,S.W.,S.W.2d,S.W.3d,,,,1886-01-01T00:00:00,1928-01-01T00:00:00,1999-01-01T00:00:00,,,,1928-12-31T00:00:00,1999-12-31T00:00:00,,,,,"us:ar;supreme.court, us:ky;supreme.court, us:mo;supreme.court, us:tn;supreme.court, us:tx;supreme.court","S. W., S. W. (2d), S. W. 2d, S. W. 2d Series., S. W. 3d, S. W. Rep., S. W., 2d Series,, S. W., 2d Series., S. W., Second Series,, S. W.2d, S. W.3d, S.W. 2d, S.W. 3d, S.W. Rep., SW, SW 2d, SW 3d, SW.3d, SW2D, SW2d, SW3D, SW3d",,
SCDB,The Supreme Court Database,,state,SCDB,,,,,,1791-01-01T00:00:00,,,,,,,,,,,,us;supreme.court,,,
SD,South Dakota Neutral Citation,,neutral,SD,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:sd;supreme.court,,,
SEC Accounting R. (CCH),SEC Accounting Rules,,specialty,SEC Accounting R. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
SEC Docket,Securities and Exchange Commission Docket,,specialty,SEC Docket,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,S.E.C. Docket,,
SEC Jud. Dec.,Securities and Exchange Commission Judicial Decision,,specialty,SEC Jud. Dec.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Sadler,"Pennsylvania State Reports, Sadler",,state,Sadler,,,,,,1885-01-01T00:00:00,,,,,,1888-12-31T00:00:00,,,,,,us:pa;supreme.court,"Pa.Cas., Sad.Pa.Cas., Sad.Pa.Cs., Sadl., Sadler(Pa.)",,
Sand. Ch.,Sandford's Chancery Reports,,state,Sand. Ch.,,,,,,1843-01-01T00:00:00,,,,,,1847-12-31T00:00:00,,,,,,us:ny;court.appeals,"Sand. Ch. Rep., Sand.Chy., Sandf.Ch., Sandf.Ch.(N.Y.), Sandf.Chy.",,
Sandf.,Sandford's Reports (3-7 New York Superior),,state,Sandf.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;superior.court,Sandf. Rep.,,
Sarat. Ch. Sent.,Saratoga Chancery Sentinel,,state,Sarat. Ch. Sent.,,,,,,1841-01-01T00:00:00,,,,,,1847-12-31T00:00:00,,,,,,us:ny;court.appeals,"Ch.Sent., Ch.Sent.(N.Y.), N.Y.Ch.Sent., Sar.Ch.Sen.",,
Sawy.,Sawyer's U.S. Circuit Court Reports,,federal,Sawy.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Saw., Sawyer Circt., Sawyer U.S. Ct. Rep.",,
Scam.,"Illinois Reports, Scammon",,state,Scam.,,,,,,1832-01-01T00:00:00,,,,,,1843-12-31T00:00:00,,,,,,us:il;supreme.court,"Ill.(Scam.), Sc., Scam. Rep.",,
Sec. & Fed. Corp. L. Rep. (West),Securities and Federal Corporate Law Report,,specialty,Sec. & Fed. Corp. L. Rep. (West),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Sec. Reg. & L. Rep. (BNA),Securities Regulation & Law Report,,specialty,Sec. Reg. & L. Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Secured Transactions Guide (CCH),Secured Transactions Guide,,specialty,Secured Transactions Guide (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Seld. Notes,Selden's Notes of Cases,,state,Seld. Notes,,,,,,1852-01-01T00:00:00,,,,,,1854-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Serg. & Rawle,"Pennsylvania State Reports, Sergeant and Rawle",,state,Serg. & Rawle,,,,,,1814-01-01T00:00:00,,,,,,1828-12-31T00:00:00,,,,,,us:pa;supreme.court,"Serg. & Rawl., Serg.& R., Serg.& Raw., Serg.& Rawl.",,
Shan.,Shannon's Unreported Cases (Tenn.),,state,Shan.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,,,
Shan. Cas.,Shannon's Tennessee Cases,,state,Shan. Cas.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,,,
Shipping Reg. (P & F),Shipping Regulation,,specialty,Shipping Reg. (P & F),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Sickels,Sickels' Reports,,state,Sickels,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Sick.,,
Sil. (Sup. Ct.),Silvernail's Supreme Court Reports (N.Y.),,state,Sil. (Sup. Ct.),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;supreme.court,Silvernail,,
Silv. Ct. App.,Silvernail's Court of Appeals Reports,,state,Silv. Ct. App.,,,,,,1886-01-01T00:00:00,,,,,,1892-12-31T00:00:00,,,,,,us:ny;court.appeals,,,
Silv. Sup.,Silvernail's Supreme Court Reports,,state,Silv. Sup.,,,,,,1884-01-01T00:00:00,,,,,,1890-12-31T00:00:00,,,,,,us:ny;supreme.court,,,
Smith & H.,Smith & Heiskell (Tenn.),,state,Smith & H.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,"Smith, Smith (TN), Smith (Tenn.)",,
Smith (N. H.),Decisions of the Superior and Supreme Courts of New Hampshire,,state,Smith (N. H.),,,,,,1796-01-01T00:00:00,,,,,,1815-12-31T00:00:00,,,,,,"us:nh;supreme.court, us:nh;superior.court","Smith (N.H.), Smith's N. H. Reports",,"Single volume, typically cited without volume number"
Sneed,"Kentucky Reports, Sneed",,state,Sneed,,,,,,1801-01-01T00:00:00,,,,,,1805-12-31T00:00:00,,,,,,us:ky;supreme.court,"Ken.Dec., Ky.(Sneed), Sneed (Ky), Sneed Dec.",,
Sneed,"Tennessee Reports, Sneed",,state,Sneed,,,,,,1853-01-01T00:00:00,,,,,,1858-12-31T00:00:00,,,,,,us:tn;supreme.court,Tenn.(Sneed),,
So.,Southern Reporter,,state_regional,So.,So. 2d,So. 3d,,,,1886-01-01T00:00:00,1941-01-01T00:00:00,2008-01-01T00:00:00,,,,1941-12-31T00:00:00,2008-12-31T00:00:00,,,,,"us:al;supreme.court, us:fl;supreme.court, us:la;supreme.court, us:ms;supreme.court","(So. 2nd), S., S. (2nd), SO., So (2nd), So,, So, (2nd), So. (2d Series), So. (2d), So. (2nd Series), So. (2nd), So. 2d., So. 2nd, So. Rep., So. Rep. 2d, So. Rep. 3d, So. Reporter, So. Reporter,, So.2d, So.3d, Sou., Sou. (2nd), Sou. Rep., South, South., South. Rep., South.2d, South.3d",,
Soc. Sec. Rep. (CCH),Social Security Reporter,,specialty,Soc. Sec. Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Som. L.J.,Somerset Legal Journal (Pa.),,state,Som. L.J.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:pa;supreme.court,"Som., Som. Leg. J. (Pa.), Som.L.J., Somerset L.J., SomersetL.J.",,
Speers,"South Carolina Reports, Speers",,state,Speers,,,,,,1842-01-01T00:00:00,,,,,,1844-12-31T00:00:00,,,,,,us:sc;supreme.court,"S.C.L.(Speers), Sp., Spears, Speers L.(S.C.)",,
Speers Eq.,"South Carolina Reports, Speers' Equity",,state,Speers Eq.,,,,,,1842-01-01T00:00:00,,,,,,1844-12-31T00:00:00,,,,,,us:sc;supreme.court,"S.C.Eq.(Speers Eq.), Sp., Sp.Ch., Spear Ch., Spear Eq., Spears, Spears Eq., Speers, Speers Eq.(S.C.)",,
Sprague,Sprague's United States (US) District Ct. (Admiralty) Decisions,,specialty,Sprague,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Spr., Sprague.",,
St. & Loc. Tax Serv. (RIA),State and Local Tax Service,,specialty,St. & Loc. Tax Serv. (RIA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
St. Tax Guide (CCH),State Tax Guide,,specialty,St. Tax Guide (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
St. Tax Rep. (CCH),State Tax Reporter,,specialty,St. Tax Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Stand. Fed. Tax Rep. (CCH),Standard Federal Tax Reports,,specialty,Stand. Fed. Tax Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
State Rptr.,State Reporter,,state,State Rptr.,,,,,,1945-01-01T00:00:00,,,,,,,,,,,,us:mt;supreme.court,"Mont. St. Rep., St. Rep., St.Rep.",,Dates and abbreviation from Indigo Book.
Stew.,"Alabama Reports, Stewart",,state,Stew.,,,,,,1827-01-01T00:00:00,,,,,,1831-12-31T00:00:00,,,,,,us:al;supreme.court,"Stew. Rep., Stewart",,
Stew. & P.,"Alabama Reports, Stewart and Porter",,state,Stew. & P.,,,,,,1831-01-01T00:00:00,,,,,,1834-01-01T00:00:00,,,,,,us:al;supreme.court,,,
Stock.,Stockton's New Jersey Equity Reports,,state,Stock.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:nj;supreme.court,"B Stockton, B. Stockton, B.Stockton",,
Storey,Storey's Reports (Del.),,state,Storey,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:del;supreme.court,"Sto., Sto. Rep.",,
Story,Story's United States Circuit Court Reports,,federal,Story,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Story Rep.,,
Strob.,"South Carolina Reports, Strobhart",,state,Strob.,,,,,,1846-01-01T00:00:00,,,,,,1850-12-31T00:00:00,,,,,,us:sc;supreme.court,"S.C.L.(Strob.), Strobh.L.(S.C.)",,
Strob. Eq.,"South Carolina Reports, Strobhart's Equity",,state,Strob. Eq.,,,,,,1846-01-01T00:00:00,,,,,,1850-12-31T00:00:00,,,,,,us:sc;supreme.court,"S.C.Eq.(Strob.Eq.), Strob.Eq.(S.C.)",,
Sumn.,Sumner's United States (US) Circuit Court Reports,,federal,Sumn.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Sumn. Rep.,,
Super. Ct. (R.I.),Rhode Island Superior Court,,state,Super. Ct. (R.I.),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ri;superior.court,,,
Super. Ct. Jud.,"Reports of cases argued and adjudged in the Superior Court of Judicature of the Province of Massachusetts Bay, between 1761 and 1772",,state,Super. Ct. Jud.,,,,,,1761-01-01T00:00:00,,,,,,1776-12-31T00:00:00,,,,,,us:ma;supreme.court,,,
Swan,"Tennessee Reports, Swan",,state,Swan,,,,,,1851-01-01T00:00:00,,,,,,1853-12-31T00:00:00,,,,,,us:tn;supreme.court,Tenn.(Swan),,
Sweeny,Sweeny's Reports (31-32 New York Superior),,state,Sweeny,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;superior.court,,,
T.B. Mon.,"Kentucky Reports, Monroe, T.B.",,state,T.B. Mon.,,,,,,1824-01-01T00:00:00,,,,,,1828-12-31T00:00:00,,,,,,us:ky;supreme.court,"Ky.(T.B.Monroe), Mon., Mon. Rep., Mon.T.B., T.B.Mon.(Ky.)",,
T.C.,Reports of the United States Tax Court,,specialty,T.C.,,,,,,1942-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,"T. C., T.C. at, T.Ct, T.Ct., UNITED STATES TAX COURT REPORT, UNITED STATES TAX COURT REPORTS",,
T.C. Memo.,Tax Court Memorandum Opinions,,neutral,T.C. Memo.,,,,,,1942-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,"T. C. Memo., T.C. Memo",,"These documents are non precedential, but known to be persuasive. Atypical format atypical format -> T.C. Memo YYYY-XX"
T.C. No.,Tax Court Opinions,,neutral,T.C. No.,,,,,,1942-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,T. C. No.,,T.C. No. is the neutral citation for the T.C. Reporter
T.C. Summary Opinion,Tax Court Summary Opinions,,neutral,T.C. Summary Opinion,,,,,,1942-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,T. C. Summary Opinion,,Neutral Citation for summary opinions of the Tax Court. These opinions are atypical format -> T.C. Summary Opinion YYYY-XX
T.C.A.,Decisiones del Tribunal de Circuito de Apelaciones de Puerto Rico (Decisions of the Circuit Court of Appeals of Puerto Rico),,state,T.C.A.,,,,,,1995-01-01T00:00:00,,,,,,,,,,,,us:pr;court.appeals,,,
T.C.M.,Tax Court Memorandum Decisions,,specialty,T.C.M.,,,,,,1942-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,"T.C.M. (CCH), T.C.M. (P-H), T.C.M. (RIA)",,
T.C.M. (RIA),RIA Federal Tax Handbook,,specialty,T.C.M. (RIA),,,,,,1924-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,RIA TM,,
TN WC,Tennessee Court of Workers' Compensation Claims,,neutral,TN WC,,,,,,2014-07-01T00:00:00,,,,,,,,,,,,us:tn;court.workers.comp.claims,,,
TN WC App.,Tennessee Workers' Compensation Appeals Board,,neutral,TN WC App.,,,,,,2014-07-01T00:00:00,,,,,,,,,,,,us:tn;board.workers.comp.appeals,,,
TNT,Tax Notes Today,,specialty,TNT,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
TSPR,Tribunal Supremo de Puerto Rico,,state,TSPR,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:pr;supreme.court,,,
Taney,Taney's United States (US) Circuit Court Reports,,federal,Taney,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Tapp. Rep.,"Cases decided in the Courts of common pleas, in the Fifth circuit of the state of Ohio [1816-1819] (Tappan)",,state,Tapp. Rep.,,,,,,1816-01-01T00:00:00,,,,,,1819-12-31T00:00:00,,,,,,us:oh;supreme.court,,,
Tax Ct. Mem. Dec. (CCH),Tax Court Memorandum Decisions,,specialty,Tax Ct. Mem. Dec. (CCH),,,,,,1900-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,CCH Tax Ct. Mem.,,
Tax Ct. Memo LEXIS,Lexis Tax Court Memorandum Decisions,,specialty_lexis,Tax Ct. Memo LEXIS,,,,,,1924-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,,,
Tax Ct. Rep. (CCH),Tax Court Reports,,specialty,Tax Ct. Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Tax Ct. Rep. Dec. (RIA),Tax Court Reported Decisions,,specialty,Tax Ct. Rep. Dec. (RIA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Tax Ct. Summary LEXIS,Lexis Tax Court Summary Decisions,,specialty_lexis,Tax Ct. Summary LEXIS,,,,,,1924-01-01T00:00:00,,,,,,,,,,,,us:c;tax.court,,,
Tax Treaties (CCH),Tax Treaties,,specialty,Tax Treaties (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Tay.,"North Carolina Reports, Taylor",,state,Tay.,,,,,,1798-01-01T00:00:00,,,,,,1802-12-31T00:00:00,,,,,,us:nc;supreme.court,"N.C.(Tay.), Tay.J.L., Tay.N.C., Tayl.N.C., Taylor",,
Taylor,Taylor's North Carolina Term Reports,,state,Taylor,,,,,,1816-01-01T00:00:00,,,,,,1818-12-31T00:00:00,,,,,,us:nc;supreme.court,"N.C.(Taylor), N.C.T.Rep., N.C.Term.R., N.C.Term.Rep.",,
Teiss.,"Louisiana Court of Appeals Reports, Teisser",,state,Teiss.,,,,,,1903-01-01T00:00:00,,,,,,1917-12-31T00:00:00,,,,,,us:la;supreme.court,"La.App.(Orleans), Teissier",,
Tenn.,Tennessee Reports,,state,Tenn.,,,,,,1870-01-01T00:00:00,,,,,,1971-12-31T00:00:00,,,,,,us:tn;supreme.court,"Ten., Ten. Rep., Tenn. Rep.",,
Tenn. App.,Tennessee Appeals Reports,,state,Tenn. App.,,,,,,1925-01-01T00:00:00,,,,,,1971-12-31T00:00:00,,,,,,us:tn;supreme.court,Tenn.App.,,
Tenn. App. LEXIS,LexisNexis Tennessee Appeals Court,,state,Tenn. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;appeals.court,,,
Tenn. Ch. App.,Tennessee Chancery Appeals (Wright),,state,Tenn. Ch. App.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;appeals.court,Tenn. Chancery App.,,
Tenn. Ch. App. LEXIS,LexisNexis Tennessee Chancery Appeals Court,,state,Tenn. Ch. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;court.chancery.appeals,,,
Tenn. Ch. R.,"Tennessee Chancery Reports, Cooper (Tenn.)",,state,Tenn. Ch. R.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;appeals.court,"Coop. Chy., Tenn. Chancery",,
Tenn. Crim. App.,Tennessee Criminal Appeals Reports,,state,Tenn. Crim. App.,,,,,,1967-01-01T00:00:00,,,,,,1971-12-31T00:00:00,,,,,,us:tn;supreme.court,Tenn.Crim.App.,,
Tenn. Crim. App. LEXIS,LexisNexis Tennessee Criminal Appeals Court,,state,Tenn. Crim. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;criminal.appeals.court,,,
Tenn. LEXIS,LexisNexis Supreme Court of Tennessee,,state,Tenn. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,,,
Terry,Terry's Reports (Delaware),,state,Terry,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:de;supreme.court,"Ter., Ter. Rep.",,
